molecule,onset_10pct_v_vs_li,half_wave_50pct_v_vs_li,onset_90pct_v_vs_li,lsv_proxy_peak_v_vs_li,lsv_proxy_peak_height,more_easily_reduced_rank_key
EC,0.5271285448631071,0.4700000091781568,0.4128714721930365,0.4700000000000004,9.551629473056112,-0.4700000091781568
DMC,0.43712903129504066,0.3800005326934061,0.32287195863275936,0.38000000000000034,9.55162947210337,-0.3800005326934061
